"CROP_NAME","ZIP_CODE","STATE_NAME","MIN_HARVEST_AREA","MAX_HARVEST_AREA"
"WHEAT","49730","MICHIGAN","50","249"
"HAY & HAYLAGE","49730","MICHIGAN","50","249"
"CORN","49730","MICHIGAN","1","50"
"SORGHUM","49730","MICHIGAN","50","249"
"SOYBEANS","49730","MICHIGAN","1","50"
"HAY & HAYLAGE","49733","MICHIGAN","1","50"
"HAY & HAYLAGE","49734","MICHIGAN","1","50"
"CORN","49734","MICHIGAN","50","249"
"WHEAT","49735","MICHIGAN","50","249"
"BARLEY","49735","MICHIGAN","1","50"
"SOYBEANS","49735","MICHIGAN","250","250"
"HAY & HAYLAGE","49735","MICHIGAN","1","50"
"CORN","49735","MICHIGAN","1","50"
"HAY & HAYLAGE","49736","MICHIGAN","1","50"
"WHEAT","49736","MICHIGAN","1","50"
"HAY & HAYLAGE","49738","MICHIGAN","50","249"
"HAY & HAYLAGE","49740","MICHIGAN","1","50"
"CORN","49740","MICHIGAN","1","50"
"WHEAT","49743","MICHIGAN","1","50"
"SOYBEANS","49743","MICHIGAN","1","50"
"HAY & HAYLAGE","49743","MICHIGAN","50","249"
"CORN","49743","MICHIGAN","1","50"
"WHEAT","49744","MICHIGAN","1","50"
"BARLEY","49744","MICHIGAN","1","50"
"HAY & HAYLAGE","49744","MICHIGAN","1","50"
"SOYBEANS","49744","MICHIGAN","250","250"
"CORN","49744","MICHIGAN","1","50"
"HAY & HAYLAGE","49746","MICHIGAN","50","249"
"CORN","49746","MICHIGAN","50","249"
"WHEAT","49746","MICHIGAN","1","50"
"SOYBEANS","49746","MICHIGAN","1","50"
"WHEAT","49747","MICHIGAN","50","249"
"SOYBEANS","49747","MICHIGAN","50","249"
"HAY & HAYLAGE","49747","MICHIGAN","1","50"
"CORN","49747","MICHIGAN","50","249"
"HAY & HAYLAGE","49749","MICHIGAN","1","50"
"BARLEY","49751","MICHIGAN","50","249"
"HAY & HAYLAGE","49751","MICHIGAN","50","249"
"CORN","49751","MICHIGAN","1","50"
"WHEAT","49751","MICHIGAN","50","249"
"SOYBEANS","49751","MICHIGAN","50","249"
"WHEAT","49753","MICHIGAN","50","249"
"HAY & HAYLAGE","49753","MICHIGAN","1","50"
"CORN","49753","MICHIGAN","1","50"
"BARLEY","49753","MICHIGAN","1","50"
"SOYBEANS","49753","MICHIGAN","1","50"
"SORGHUM","49753","MICHIGAN","1","50"
"HAY & HAYLAGE","49755","MICHIGAN","50","249"
"CORN","49755","MICHIGAN","1","50"
"WHEAT","49755","MICHIGAN","1","50"
"BARLEY","49755","MICHIGAN","1","50"
"HAY & HAYLAGE","49756","MICHIGAN","1","50"
"HAY & HAYLAGE","49757","MICHIGAN","50","249"
"SOYBEANS","49759","MICHIGAN","1","50"
"WHEAT","49759","MICHIGAN","1","50"
"HAY & HAYLAGE","49759","MICHIGAN","1","50"
"CORN","49759","MICHIGAN","1","50"
"HAY & HAYLAGE","49760","MICHIGAN","1","50"
"HAY & HAYLAGE","49762","MICHIGAN","50","249"
"WHEAT","49765","MICHIGAN","1","50"
"BARLEY","49765","MICHIGAN","1","50"
"HAY & HAYLAGE","49765","MICHIGAN","1","50"
"CORN","49765","MICHIGAN","1","50"
"SOYBEANS","49766","MICHIGAN","50","249"
"HAY & HAYLAGE","49766","MICHIGAN","1","50"
"CORN","49766","MICHIGAN","1","50"
"WHEAT","49766","MICHIGAN","1","50"
"HAY & HAYLAGE","49769","MICHIGAN","1","50"
"WHEAT","49770","MICHIGAN","1","50"
"BARLEY","49770","MICHIGAN","1","50"
"SOYBEANS","49770","MICHIGAN","50","249"
"HAY & HAYLAGE","49770","MICHIGAN","50","249"
"CORN","49770","MICHIGAN","1","50"
"WHEAT","49774","MICHIGAN","50","249"
"HAY & HAYLAGE","49774","MICHIGAN","50","249"
"BARLEY","49774","MICHIGAN","1","50"
"WHEAT","49776","MICHIGAN","1","50"
"BARLEY","49776","MICHIGAN","1","50"
"SOYBEANS","49776","MICHIGAN","250","250"
"HAY & HAYLAGE","49776","MICHIGAN","50","249"
"CORN","49776","MICHIGAN","50","249"
"SORGHUM","49776","MICHIGAN","50","249"
"HAY & HAYLAGE","49777","MICHIGAN","1","50"
"WHEAT","49779","MICHIGAN","1","50"
"BARLEY","49779","MICHIGAN","1","50"
"SOYBEANS","49779","MICHIGAN","1","50"
"HAY & HAYLAGE","49779","MICHIGAN","50","249"
"CORN","49779","MICHIGAN","1","50"
"BARLEY","49780","MICHIGAN","1","50"
"HAY & HAYLAGE","49780","MICHIGAN","50","249"
"WHEAT","49780","MICHIGAN","1","50"
"HAY & HAYLAGE","49782","MICHIGAN","50","249"
"WHEAT","49783","MICHIGAN","1","50"
"BARLEY","49783","MICHIGAN","1","50"
"HAY & HAYLAGE","49783","MICHIGAN","50","249"
"HAY & HAYLAGE","49792","MICHIGAN","1","50"
"WHEAT","49795","MICHIGAN","1","50"
"HAY & HAYLAGE","49795","MICHIGAN","250","250"
"CORN","49795","MICHIGAN","1","50"
"HAY & HAYLAGE","49799","MICHIGAN","1","50"
"HAY & HAYLAGE","49801","MICHIGAN","1","50"
"HAY & HAYLAGE","49802","MICHIGAN","1","50"
"HAY & HAYLAGE","49805","MICHIGAN","50","249"
"HAY & HAYLAGE","49806","MICHIGAN","1","50"
"BARLEY","49807","MICHIGAN","50","249"
"HAY & HAYLAGE","49807","MICHIGAN","50","249"
"CORN","49807","MICHIGAN","1","50"
"HAY & HAYLAGE","49812","MICHIGAN","1","50"
"BARLEY","49812","MICHIGAN","1","50"
"CORN","49812","MICHIGAN","1","50"
"HAY & HAYLAGE","49815","MICHIGAN","1","50"
"WHEAT","49816","MICHIGAN","1","50"
"HAY & HAYLAGE","49816","MICHIGAN","250","250"
"BARLEY","49816","MICHIGAN","1","50"
"CORN","49816","MICHIGAN","1","50"
"HAY & HAYLAGE","49817","MICHIGAN","1","50"
"CORN","49817","MICHIGAN","1","50"
"HAY & HAYLAGE","49818","MICHIGAN","1","50"
"BARLEY","49818","MICHIGAN","1","50"
"CORN","49818","MICHIGAN","1","50"
"HAY & HAYLAGE","49820","MICHIGAN","50","249"
"HAY & HAYLAGE","49821","MICHIGAN","50","249"
"CORN","49821","MICHIGAN","50","249"
"BARLEY","49821","MICHIGAN","1","50"
"BARLEY","49825","MICHIGAN","1","50"
"HAY & HAYLAGE","49825","MICHIGAN","50","249"
"CORN","49825","MICHIGAN","1","50"
"BARLEY","49826","MICHIGAN","1","50"
"HAY & HAYLAGE","49826","MICHIGAN","50","249"
"WHEAT","49826","MICHIGAN","1","50"
"HAY & HAYLAGE","49827","MICHIGAN","250","250"
"BARLEY","49829","MICHIGAN","1","50"
"HAY & HAYLAGE","49829","MICHIGAN","1","50"
"CORN","49829","MICHIGAN","1","50"
"BARLEY","49831","MICHIGAN","1","50"
"HAY & HAYLAGE","49831","MICHIGAN","50","249"
"WHEAT","49831","MICHIGAN","250","250"
"BARLEY","49834","MICHIGAN","50","249"
"HAY & HAYLAGE","49834","MICHIGAN","1","50"
"BARLEY","49835","MICHIGAN","50","249"
"SOYBEANS","49835","MICHIGAN","50","249"
"HAY & HAYLAGE","49835","MICHIGAN","1","50"
"CORN","49835","MICHIGAN","50","249"
"WHEAT","49835","MICHIGAN","1","50"
"WHEAT","49836","MICHIGAN","1","50"
"HAY & HAYLAGE","49836","MICHIGAN","250","250"
"CORN","49836","MICHIGAN","1","50"
"BARLEY","49837","MICHIGAN","1","50"
"HAY & HAYLAGE","49837","MICHIGAN","1","50"
"CORN","49837","MICHIGAN","50","249"
"HAY & HAYLAGE","49838","MICHIGAN","250","250"
"HAY & HAYLAGE","49840","MICHIGAN","1","50"
"BARLEY","49845","MICHIGAN","1","50"
"HAY & HAYLAGE","49845","MICHIGAN","50","249"
"CORN","49847","MICHIGAN","1","50"
"BARLEY","49847","MICHIGAN","1","50"
"HAY & HAYLAGE","49847","MICHIGAN","1","50"
"HAY & HAYLAGE","49849","MICHIGAN","1","50"
"BARLEY","49853","MICHIGAN","1","50"
"HAY & HAYLAGE","49853","MICHIGAN","250","250"
"CORN","49853","MICHIGAN","1","50"
"HAY & HAYLAGE","49854","MICHIGAN","1","50"
"BARLEY","49855","MICHIGAN","1","50"
"HAY & HAYLAGE","49855","MICHIGAN","1","50"
"CORN","49855","MICHIGAN","50","249"
"WHEAT","49858","MICHIGAN","1","50"
"SOYBEANS","49858","MICHIGAN","1","50"
"HAY & HAYLAGE","49858","MICHIGAN","50","249"
"CORN","49858","MICHIGAN","1","50"
"HAY & HAYLAGE","49863","MICHIGAN","250","250"
"BARLEY","49863","MICHIGAN","1","50"
"SOYBEANS","49866","MICHIGAN","1","50"
"HAY & HAYLAGE","49866","MICHIGAN","1","50"
"HAY & HAYLAGE","49868","MICHIGAN","1","50"
"HAY & HAYLAGE","49870","MICHIGAN","1","50"
"CORN","49870","MICHIGAN","1","50"
"HAY & HAYLAGE","49872","MICHIGAN","50","249"
"BARLEY","49873","MICHIGAN","1","50"
"HAY & HAYLAGE","49873","MICHIGAN","250","250"
"CORN","49873","MICHIGAN","1","50"
"HAY & HAYLAGE","49874","MICHIGAN","50","249"
"CORN","49874","MICHIGAN","250","250"
"HAY & HAYLAGE","49877","MICHIGAN","1","50"
"BARLEY","49878","MICHIGAN","1","50"
"HAY & HAYLAGE","49878","MICHIGAN","1","50"
"CORN","49878","MICHIGAN","1","50"
"BARLEY","49879","MICHIGAN","1","50"
"HAY & HAYLAGE","49879","MICHIGAN","1","50"
"HAY & HAYLAGE","49880","MICHIGAN","1","50"
"HAY & HAYLAGE","49881","MICHIGAN","1","50"
"BARLEY","49885","MICHIGAN","1","50"
"HAY & HAYLAGE","49885","MICHIGAN","50","249"
"BARLEY","49886","MICHIGAN","50","249"
"HAY & HAYLAGE","49886","MICHIGAN","50","249"
"HAY & HAYLAGE","49887","MICHIGAN","1","50"
"BARLEY","49887","MICHIGAN","1","50"
"CORN","49887","MICHIGAN","1","50"
"BARLEY","49891","MICHIGAN","50","249"
"HAY & HAYLAGE","49891","MICHIGAN","250","250"
"CORN","49891","MICHIGAN","50","249"
"HAY & HAYLAGE","49892","MICHIGAN","50","249"
"BARLEY","49892","MICHIGAN","1","50"
"CORN","49892","MICHIGAN","50","249"
"BARLEY","49893","MICHIGAN","1","50"
"HAY & HAYLAGE","49893","MICHIGAN","250","250"
"SOYBEANS","49893","MICHIGAN","1","50"
"CORN","49893","MICHIGAN","1","50"
"WHEAT","49896","MICHIGAN","50","249"
"SOYBEANS","49896","MICHIGAN","50","249"
"HAY & HAYLAGE","49896","MICHIGAN","50","249"
"CORN","49896","MICHIGAN","50","249"
"BARLEY","49896","MICHIGAN","1","50"
"HAY & HAYLAGE","49905","MICHIGAN","1","50"
"BARLEY","49908","MICHIGAN","1","50"
"HAY & HAYLAGE","49908","MICHIGAN","1","50"
"HAY & HAYLAGE","49910","MICHIGAN","1","50"
"HAY & HAYLAGE","49911","MICHIGAN","1","50"
"HAY & HAYLAGE","49912","MICHIGAN","50","249"
"BARLEY","49912","MICHIGAN","1","50"
"CORN","49912","MICHIGAN","1","50"
"HAY & HAYLAGE","49913","MICHIGAN","1","50"
"HAY & HAYLAGE","49915","MICHIGAN","50","249"
"HAY & HAYLAGE","49916","MICHIGAN","1","50"
"CORN","49916","MICHIGAN","1","50"
"BARLEY","49916","MICHIGAN","50","249"
"BARLEY","49919","MICHIGAN","1","50"
"HAY & HAYLAGE","49919","MICHIGAN","1","50"
"WHEAT","49920","MICHIGAN","1","50"
"BARLEY","49920","MICHIGAN","1","50"
"HAY & HAYLAGE","49920","MICHIGAN","1","50"
"WHEAT","49925","MICHIGAN","250","250"
"HAY & HAYLAGE","49925","MICHIGAN","1","50"
"HAY & HAYLAGE","49927","MICHIGAN","50","249"
"HAY & HAYLAGE","49930","MICHIGAN","50","249"
"HAY & HAYLAGE","49931","MICHIGAN","1","50"
"HAY & HAYLAGE","49935","MICHIGAN","1","50"
"BARLEY","49935","MICHIGAN","1","50"
"HAY & HAYLAGE","49938","MICHIGAN","1","50"
"BARLEY","49938","MICHIGAN","1","50"
"HAY & HAYLAGE","49945","MICHIGAN","1","50"
"BARLEY","49945","MICHIGAN","1","50"
"SOYBEANS","49946","MICHIGAN","1","50"
"HAY & HAYLAGE","49946","MICHIGAN","50","249"
"CORN","49946","MICHIGAN","1","50"
"HAY & HAYLAGE","49948","MICHIGAN","250","250"
"WHEAT","49948","MICHIGAN","1","50"
"BARLEY","49948","MICHIGAN","1","50"
"HAY & HAYLAGE","49950","MICHIGAN","1","50"
"HAY & HAYLAGE","49952","MICHIGAN","1","50"
"WHEAT","49953","MICHIGAN","1","50"
"HAY & HAYLAGE","49953","MICHIGAN","1","50"
"BARLEY","49958","MICHIGAN","1","50"
"HAY & HAYLAGE","49958","MICHIGAN","1","50"
"CORN","49958","MICHIGAN","50","249"
"HAY & HAYLAGE","49965","MICHIGAN","50","249"
"HAY & HAYLAGE","49967","MICHIGAN","1","50"
"HAY & HAYLAGE","49968","MICHIGAN","50","249"
"HAY & HAYLAGE","49970","MICHIGAN","1","50"
"SOYBEANS","50001","IOWA","1","50"
"HAY & HAYLAGE","50001","IOWA","1","50"
"CORN","50001","IOWA","1","50"
"SOYBEANS","50002","IOWA","1","50"
"HAY & HAYLAGE","50002","IOWA","1","50"
"CORN","50002","IOWA","1","50"
"SOYBEANS","50003","IOWA","50","249"
"HAY & HAYLAGE","50003","IOWA","1","50"
"CORN","50003","IOWA","1","50"
"SOYBEANS","50005","IOWA","250","250"
"HAY & HAYLAGE","50005","IOWA","1","50"
"CORN","50005","IOWA","50","249"
"SOYBEANS","50006","IOWA","1","50"
"HAY & HAYLAGE","50006","IOWA","1","50"
"CORN","50006","IOWA","1","50"
"SOYBEANS","50007","IOWA","1","50"
"HAY & HAYLAGE","50007","IOWA","1","50"
"CORN","50007","IOWA","250","250"
"SOYBEANS","50008","IOWA","250","250"
"HAY & HAYLAGE","50008","IOWA","1","50"
"CORN","50008","IOWA","1","50"
"WHEAT","50008","IOWA","1","50"
"SOYBEANS","50009","IOWA","1","50"
"HAY & HAYLAGE","50009","IOWA","50","249"
"CORN","50009","IOWA","1","50"
"SOYBEANS","50010","IOWA","1","50"
"HAY & HAYLAGE","50010","IOWA","1","50"
"CORN","50010","IOWA","1","50"
"WHEAT","50011","IOWA","1","50"
"BARLEY","50011","IOWA","1","50"
"SOYBEANS","50011","IOWA","1","50"
"CORN","50011","IOWA","1","50"
"HAY & HAYLAGE","50011","IOWA","1","50"
"SOYBEANS","50014","IOWA","1","50"
"HAY & HAYLAGE","50014","IOWA","1","50"
"CORN","50014","IOWA","1","50"
"SOYBEANS","50020","IOWA","1","50"
"HAY & HAYLAGE","50020","IOWA","50","249"
"CORN","50020","IOWA","1","50"
"WHEAT","50021","IOWA","250","250"
"CORN","50021","IOWA","50","249"
"SOYBEANS","50021","IOWA","1","50"
"HAY & HAYLAGE","50021","IOWA","1","50"
"WHEAT","50022","IOWA","1","50"
"SOYBEANS","50022","IOWA","50","249"
"CORN","50022","IOWA","1","50"
"HAY & HAYLAGE","50022","IOWA","1","50"
"SOYBEANS","50023","IOWA","1","50"
"CORN","50023","IOWA","1","50"
"HAY & HAYLAGE","50023","IOWA","1","50"
"SOYBEANS","50025","IOWA","1","50"
"HAY & HAYLAGE","50025","IOWA","50","249"
"CORN","50025","IOWA","1","50"
"HAY & HAYLAGE","50026","IOWA","50","249"
"CORN","50026","IOWA","1","50"
"SOYBEANS","50026","IOWA","1","50"
"SOYBEANS","50027","IOWA","1","50"
"HAY & HAYLAGE","50027","IOWA","50","249"
"CORN","50027","IOWA","1","50"
"SOYBEANS","50028","IOWA","1","50"
"HAY & HAYLAGE","50028","IOWA","50","249"
"CORN","50028","IOWA","1","50"
"SOYBEANS","50029","IOWA","50","249"
"HAY & HAYLAGE","50029","IOWA","250","250"
"CORN","50029","IOWA","50","249"
"HAY & HAYLAGE","50031","IOWA","1","50"
"CORN","50031","IOWA","50","249"
"SOYBEANS","50031","IOWA","1","50"
"SOYBEANS","50034","IOWA","1","50"
"HAY & HAYLAGE","50034","IOWA","1","50"
"CORN","50034","IOWA","50","249"
"HAY & HAYLAGE","50035","IOWA","1","50"
"CORN","50035","IOWA","250","250"
"SOYBEANS","50035","IOWA","1","50"
"SOYBEANS","50036","IOWA","1","50"
"HAY & HAYLAGE","50036","IOWA","1","50"
"CORN","50036","IOWA","50","249"
"SOYBEANS","50038","IOWA","1","50"
"SOYBEANS","50039","IOWA","50","249"
"HAY & HAYLAGE","50039","IOWA","50","249"
"CORN","50039","IOWA","50","249"
"SORGHUM","50039","IOWA","1","50"
"SOYBEANS","50040","IOWA","50","249"
"CORN","50040","IOWA","1","50"
"HAY & HAYLAGE","50041","IOWA","1","50"
"CORN","50041","IOWA","1","50"
"SOYBEANS","50042","IOWA","1","50"
"HAY & HAYLAGE","50042","IOWA","1","50"
"CORN","50042","IOWA","1","50"
"SOYBEANS","50044","IOWA","1","50"
"HAY & HAYLAGE","50044","IOWA","1","50"
"CORN","50044","IOWA","1","50"
"WHEAT","50046","IOWA","1","50"
"SOYBEANS","50046","IOWA","250","250"
"HAY & HAYLAGE","50046","IOWA","50","249"
"CORN","50046","IOWA","1","50"
"SOYBEANS","50047","IOWA","1","50"
"CORN","50047","IOWA","50","249"
"HAY & HAYLAGE","50047","IOWA","1","50"
"CORN","50048","IOWA","1","50"
"SOYBEANS","50048","IOWA","1","50"
"HAY & HAYLAGE","50048","IOWA","1","50"
"SOYBEANS","50049","IOWA","250","250"
"HAY & HAYLAGE","50049","IOWA","1","50"
"CORN","50049","IOWA","250","250"
"SOYBEANS","50050","IOWA","250","250"
"HAY & HAYLAGE","50050","IOWA","1","50"
"CORN","50050","IOWA","250","250"
"SOYBEANS","50051","IOWA","250","250"
"HAY & HAYLAGE","50051","IOWA","1","50"
"CORN","50051","IOWA","1","50"
"SOYBEANS","50052","IOWA","1","50"
"HAY & HAYLAGE","50052","IOWA","50","249"
"SOYBEANS","50054","IOWA","1","50"
"HAY & HAYLAGE","50054","IOWA","50","249"
"CORN","50054","IOWA","250","250"
"HAY & HAYLAGE","50055","IOWA","1","50"
"CORN","50055","IOWA","1","50"
"SOYBEANS","50055","IOWA","1","50"
"SOYBEANS","50056","IOWA","1","50"
"HAY & HAYLAGE","50056","IOWA","1","50"
"CORN","50056","IOWA","50","249"
"SOYBEANS","50057","IOWA","1","50"
"HAY & HAYLAGE","50057","IOWA","1","50"
"CORN","50057","IOWA","1","50"
"SOYBEANS","50058","IOWA","1","50"
"HAY & HAYLAGE","50058","IOWA","1","50"
"CORN","50058","IOWA","250","250"
"SOYBEANS","50059","IOWA","1","50"
"CORN","50059","IOWA","1","50"
"HAY & HAYLAGE","50060","IOWA","250","250"
"CORN","50060","IOWA","1","50"
"WHEAT","50060","IOWA","50","249"
"SOYBEANS","50060","IOWA","1","50"
"SOYBEANS","50061","IOWA","1","50"
"HAY & HAYLAGE","50061","IOWA","1","50"
"CORN","50061","IOWA","250","250"
"SOYBEANS","50062","IOWA","50","249"
"CORN","50062","IOWA","1","50"
"HAY & HAYLAGE","50062","IOWA","1","50"
"SOYBEANS","50063","IOWA","1","50"
"HAY & HAYLAGE","50063","IOWA","1","50"
"CORN","50063","IOWA","250","250"
"SOYBEANS","50064","IOWA","1","50"
"CORN","50064","IOWA","1","50"
"HAY & HAYLAGE","50064","IOWA","1","50"
"WHEAT","50065","IOWA","50","249"
"SOYBEANS","50065","IOWA","50","249"
"HAY & HAYLAGE","50065","IOWA","1","50"
"CORN","50065","IOWA","50","249"
"HAY & HAYLAGE","50066","IOWA","1","50"
"CORN","50066","IOWA","1","50"
"SOYBEANS","50066","IOWA","1","50"
"HAY & HAYLAGE","50067","IOWA","1","50"
"CORN","50067","IOWA","50","249"
"SOYBEANS","50067","IOWA","1","50"
"WHEAT","50068","IOWA","1","50"
"SOYBEANS","50068","IOWA","250","250"
"HAY & HAYLAGE","50068","IOWA","1","50"
"CORN","50068","IOWA","1","50"
"CORN","50069","IOWA","250","250"
"SOYBEANS","50069","IOWA","250","250"
"HAY & HAYLAGE","50069","IOWA","1","50"
"SOYBEANS","50070","IOWA","1","50"
"HAY & HAYLAGE","50070","IOWA","50","249"
"CORN","50070","IOWA","1","50"
"SOYBEANS","50071","IOWA","1","50"
"HAY & HAYLAGE","50071","IOWA","1","50"
"CORN","50071","IOWA","50","249"
"SOYBEANS","50072","IOWA","50","249"
"HAY & HAYLAGE","50072","IOWA","1","50"
"CORN","50072","IOWA","50","249"
"SOYBEANS","50073","IOWA","1","50"
"HAY & HAYLAGE","50073","IOWA","1","50"
"CORN","50073","IOWA","1","50"
"WHEAT","50074","IOWA","50","249"
"SOYBEANS","50074","IOWA","1","50"
"HAY & HAYLAGE","50074","IOWA","1","50"
"CORN","50074","IOWA","50","249"
"SOYBEANS","50075","IOWA","50","249"
"HAY & HAYLAGE","50075","IOWA","50","249"
"CORN","50075","IOWA","1","50"
"SOYBEANS","50076","IOWA","50","249"
"HAY & HAYLAGE","50076","IOWA","1","50"
"CORN","50076","IOWA","50","249"
"CORN","50101","IOWA","50","249"
"SOYBEANS","50101","IOWA","50","249"
"SOYBEANS","50103","IOWA","250","250"
"HAY & HAYLAGE","50103","IOWA","50","249"
"CORN","50103","IOWA","1","50"
"SOYBEANS","50104","IOWA","50","249"
"HAY & HAYLAGE","50104","IOWA","1","50"
"CORN","50104","IOWA","1","50"
"SOYBEANS","50105","IOWA","1","50"
"CORN","50105","IOWA","250","250"
"HAY & HAYLAGE","50105","IOWA","1","50"
"SOYBEANS","50106","IOWA","50","249"
"HAY & HAYLAGE","50106","IOWA","1","50"
"CORN","50106","IOWA","50","249"
"SOYBEANS","50107","IOWA","50","249"
"HAY & HAYLAGE","50107","IOWA","1","50"
"CORN","50107","IOWA","1","50"
"WHEAT","50107","IOWA","1","50"
"SOYBEANS","50108","IOWA","1","50"
"HAY & HAYLAGE","50108","IOWA","1","50"
"CORN","50108","IOWA","50","249"
"SOYBEANS","50109","IOWA","250","250"
"CORN","50109","IOWA","50","249"
"HAY & HAYLAGE","50109","IOWA","1","50"
"SOYBEANS","50111","IOWA","1","50"
"HAY & HAYLAGE","50111","IOWA","1","50"
"CORN","50111","IOWA","1","50"
"WHEAT","50112","IOWA","50","249"
"SOYBEANS","50112","IOWA","50","249"
"CORN","50112","IOWA","250","250"
"HAY & HAYLAGE","50112","IOWA","1","50"
"SOYBEANS","50115","IOWA","250","250"
"HAY & HAYLAGE","50115","IOWA","50","249"
"CORN","50115","IOWA","50","249"
"SOYBEANS","50116","IOWA","1","50"
"HAY & HAYLAGE","50116","IOWA","1","50"
"CORN","50116","IOWA","1","50"
"SOYBEANS","50117","IOWA","250","250"
"HAY & HAYLAGE","50117","IOWA","1","50"
"CORN","50117","IOWA","1","50"
"SOYBEANS","50118","IOWA","250","250"
"CORN","50118","IOWA","1","50"
"HAY & HAYLAGE","50118","IOWA","1","50"
"SOYBEANS","50119","IOWA","250","250"
"HAY & HAYLAGE","50119","IOWA","1","50"
"CORN","50119","IOWA","1","50"
"HAY & HAYLAGE","50120","IOWA","1","50"
"CORN","50120","IOWA","50","249"
"SOYBEANS","50120","IOWA","1","50"
"SOYBEANS","50122","IOWA","1","50"
"CORN","50122","IOWA","1","50"
"HAY & HAYLAGE","50122","IOWA","1","50"
"HAY & HAYLAGE","50123","IOWA","1","50"
"CORN","50123","IOWA","50","249"
"WHEAT","50123","IOWA","50","249"
"SOYBEANS","50123","IOWA","1","50"
"SOYBEANS","50124","IOWA","50","249"
"HAY & HAYLAGE","50124","IOWA","50","249"
"CORN","50124","IOWA","1","50"
"HAY & HAYLAGE","50125","IOWA","1","50"
"CORN","50125","IOWA","250","250"
"SOYBEANS","50125","IOWA","1","50"
"SOYBEANS","50126","IOWA","1","50"
"HAY & HAYLAGE","50126","IOWA","1","50"
"CORN","50126","IOWA","250","250"
"CORN","50127","IOWA","50","249"
"SOYBEANS","50127","IOWA","50","249"
"SOYBEANS","50128","IOWA","250","250"
"HAY & HAYLAGE","50128","IOWA","1","50"
"CORN","50128","IOWA","1","50"
"WHEAT","50129","IOWA","50","249"
"SOYBEANS","50129","IOWA","50","249"
"HAY & HAYLAGE","50129","IOWA","1","50"
"CORN","50129","IOWA","250","250"
"SOYBEANS","50130","IOWA","50","249"
"HAY & HAYLAGE","50130","IOWA","250","250"
"CORN","50130","IOWA","1","50"
"SOYBEANS","50131","IOWA","1","50"
"CORN","50131","IOWA","50","249"
"HAY & HAYLAGE","50131","IOWA","1","50"
"SOYBEANS","50132","IOWA","1","50"
"CORN","50132","IOWA","50","249"
"HAY & HAYLAGE","50132","IOWA","1","50"
"SOYBEANS","50133","IOWA","1","50"
"HAY & HAYLAGE","50133","IOWA","50","249"
"CORN","50133","IOWA","1","50"
"SOYBEANS","50134","IOWA","50","249"
"CORN","50134","IOWA","250","250"
"HAY & HAYLAGE","50134","IOWA","1","50"
"SOYBEANS","50135","IOWA","50","249"
"HAY & HAYLAGE","50135","IOWA","1","50"
"CORN","50135","IOWA","1","50"
"CORN","50136","IOWA","1","50"
"WHEAT","50136","IOWA","1","50"
"SOYBEANS","50136","IOWA","1","50"
"HAY & HAYLAGE","50136","IOWA","1","50"
"SOYBEANS","50138","IOWA","1","50"
"HAY & HAYLAGE","50138","IOWA","50","249"
"CORN","50138","IOWA","1","50"
"WHEAT","50138","IOWA","1","50"
"CORN","50139","IOWA","1","50"
"SOYBEANS","50139","IOWA","1","50"
"HAY & HAYLAGE","50139","IOWA","1","50"
"WHEAT","50140","IOWA","1","50"
"SOYBEANS","50140","IOWA","50","249"
"HAY & HAYLAGE","50140","IOWA","250","250"
"CORN","50140","IOWA","1","50"
"SOYBEANS","50141","IOWA","50","249"
"HAY & HAYLAGE","50141","IOWA","1","50"
"CORN","50141","IOWA","1","50"
"SOYBEANS","50142","IOWA","250","250"
"HAY & HAYLAGE","50142","IOWA","1","50"
"CORN","50142","IOWA","50","249"
"SOYBEANS","50143","IOWA","1","50"
"HAY & HAYLAGE","50143","IOWA","1","50"
"CORN","50143","IOWA","50","249"
"WHEAT","50144","IOWA","50","249"
"SOYBEANS","50144","IOWA","1","50"
"HAY & HAYLAGE","50144","IOWA","1","50"
"CORN","50144","IOWA","1","50"
"HAY & HAYLAGE","50145","IOWA","50","249"
"SOYBEANS","50146","IOWA","50","249"
"HAY & HAYLAGE","50146","IOWA","1","50"
"CORN","50146","IOWA","50","249"
"SOYBEANS","50147","IOWA","1","50"
"HAY & HAYLAGE","50147","IOWA","250","250"
"CORN","50147","IOWA","1","50"
"SOYBEANS","50148","IOWA","50","249"
"HAY & HAYLAGE","50148","IOWA","50","249"
"CORN","50148","IOWA","1","50"
"SOYBEANS","50149","IOWA","1","50"
"HAY & HAYLAGE","50149","IOWA","1","50"
"CORN","50149","IOWA","1","50"
"HAY & HAYLAGE","50150","IOWA","250","250"
"SOYBEANS","50150","IOWA","1","50"
"CORN","50150","IOWA","1","50"
"SOYBEANS","50151","IOWA","50","249"
"HAY & HAYLAGE","50151","IOWA","1","50"
"CORN","50151","IOWA","1","50"
"CORN","50152","IOWA","50","249"
"SOYBEANS","50152","IOWA","1","50"
"SOYBEANS","50153","IOWA","1","50"
"CORN","50153","IOWA","1","50"
"HAY & HAYLAGE","50153","IOWA","1","50"
"SOYBEANS","50154","IOWA","1","50"
"HAY & HAYLAGE","50154","IOWA","1","50"
"CORN","50154","IOWA","50","249"
"SOYBEANS","50155","IOWA","50","249"
"HAY & HAYLAGE","50155","IOWA","1","50"
"CORN","50155","IOWA","1","50"
"SOYBEANS","50156","IOWA","250","250"
"HAY & HAYLAGE","50156","IOWA","1","50"
"CORN","50156","IOWA","1","50"
